pop_year,Year,Population_Code,DateOfCollection,Julian,DayNo,Sample_ID,Population,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,Weight_Tot,Weight_S,Weight_D,DD5_TOT
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-5,MICH-M,5,4,Prairie,43.45,-86.11666667,238,2.344,1.312,2.763,2.105945122,27.003,29.766,0.0046,0.002,0.0026,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-5,MICH-M,5,5,Prairie,43.45,-86.11666667,238,2.044,1.107,3.151,2.846431798,27.19,30.341,0.0046,0.002,0.0026,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-1,MICH-M,1,1,Prairie,43.45,-86.11666667,238,0.693,0.474,2.079,4.386075949,19.661,21.74,0.0033,0.0012,0.0021,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-1,MICH-M,1,2,Prairie,43.45,-86.11666667,238,0.903,0.451,1.998,4.430155211,19.421,21.419,0.0033,0.0012,0.0021,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-1,MICH-M,1,3,Prairie,43.45,-86.11666667,238,0.715,0.458,1.817,3.967248908,18.971,20.788,0.0033,0.0012,0.0021,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-1,MICH-M,1,4,Prairie,43.45,-86.11666667,238,0.637,0.393,1.757,4.470737913,18.909,20.666,0.0033,0.0012,0.0021,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-1,MICH-M,1,5,Prairie,43.45,-86.11666667,238,0.779,0.536,1.77,3.302238806,18.927,20.697,0.0033,0.0012,0.0021,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-4,MICH-M,4,1,Prairie,43.45,-86.11666667,238,1.805,0.799,2.208,2.763454318,21.278,23.486,0.0026,0.0011,0.0015,2225
2003_MICH-MNF3,2003,MICH-MNF3,5/28/03,2452788,147,MICH-MNF3-4,MICH-M,4,2,Prairie,43.45,-86.11666667,238,1.599,0.627,2.625,4.186602871,20.424,23.049,0.0026,0.0011,0.0015,2225
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-3,WISC-R,3,2,Prairie,42.625,-89.13333333,232,0.316,0.298,1.251,4.197986577,10.803,12.054,0.0056,0.0026,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-3,WISC-R,3,3,Prairie,42.625,-89.13333333,232,1.991,0.809,3.14,3.881334981,62.406,65.546,0.0056,0.0026,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-3,WISC-R,3,1,Prairie,42.625,-89.13333333,232,1.913,1.004,3.031,3.018924303,65.531,68.562,0.0056,0.0026,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-1,WISC-R,1,1,Prairie,42.625,-89.13333333,232,1.618,0.814,2.873,3.529484029,59.509,62.382,0.0046,0.0016,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-1,WISC-R,1,2,Prairie,42.625,-89.13333333,232,2.04,0.668,2.629,3.935628743,53.8,56.429,0.0046,0.0016,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-3,WISC-R,3,4,Prairie,42.625,-89.13333333,232,0.156,0.185,0.906,4.897297297,14.878,15.784,0.0056,0.0026,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-3,WISC-R,3,5,Prairie,42.625,-89.13333333,232,2.174,0.832,3.185,3.828125,61.809,64.994,0.0056,0.0026,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-1,WISC-R,1,5,Prairie,42.625,-89.13333333,232,0.278,0.115,1.617,14.06086957,23.987,25.604,0.0046,0.0016,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-2,WISC-R,2,1,Prairie,42.625,-89.13333333,232,0.937,0.524,1.911,3.646946565,22.579,24.49,0.0037,0.0013,0.0024,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-1,WISC-R,1,3,Prairie,42.625,-89.13333333,232,0.535,0.365,2.411,6.605479452,30.338,32.749,0.0046,0.0016,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-1,WISC-R,1,4,Prairie,42.625,-89.13333333,232,0.886,0.413,2.374,5.748184019,26.275,28.649,0.0046,0.0016,0.003,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-2,WISC-R,2,4,Prairie,42.625,-89.13333333,232,1.335,0.871,2.739,3.144661309,43.595,46.334,0.0037,0.0013,0.0024,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-2,WISC-R,2,5,Prairie,42.625,-89.13333333,232,0.919,0.479,1.724,3.599164927,18.98,20.704,0.0037,0.0013,0.0024,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-5,WISC-R,5,1,Prairie,42.625,-89.13333333,232,0.448,0.262,2.607,9.950381679,28.176,30.783,0.0036,0.0011,0.0025,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-5,WISC-R,5,2,Prairie,42.625,-89.13333333,232,0.562,0.422,1.593,3.774881517,25.194,26.787,0.0036,0.0011,0.0025,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-5,WISC-R,5,3,Prairie,42.625,-89.13333333,232,0.339,0.445,1.635,3.674157303,28.778,30.413,0.0036,0.0011,0.0025,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-5,WISC-R,5,4,Prairie,42.625,-89.13333333,232,0.974,0.644,2.626,4.077639752,36.494,39.12,0.0036,0.0011,0.0025,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-5,WISC-R,5,5,Prairie,42.625,-89.13333333,232,0.404,0.341,1.895,5.557184751,24.207,26.102,0.0036,0.0011,0.0025,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-2,WISC-R,2,2,Prairie,42.625,-89.13333333,232,1.802,0.935,2.683,2.869518717,38.059,40.742,0.0037,0.0013,0.0024,2541
2003_WISC-RCK1,2003,WISC-RCK1,5/30/03,2452790,149,WISC-RCK1-2,WISC-R,2,3,Prairie,42.625,-89.13333333,232,1.122,0.662,1.976,2.98489426,23.915,25.891,0.0037,0.0013,0.0024,2541
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-3,WISC-P,3,1,Prairie,44.48333333,-89.45,347,1.338,0.987,2.494,2.526849037,50.633,53.127,0.0064,0.0029,0.0035,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-3,WISC-P,3,4,Prairie,44.48333333,-89.45,347,1.321,0.695,2.434,3.502158273,45.12,47.554,0.0064,0.0029,0.0035,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-3,WISC-P,3,5,Prairie,44.48333333,-89.45,347,1.346,0.774,2.564,3.312661499,50.757,53.321,0.0064,0.0029,0.0035,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-3,WISC-P,3,2,Prairie,44.48333333,-89.45,347,2.201,0.839,2.632,3.137067938,47.793,50.425,0.0064,0.0029,0.0035,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-3,WISC-P,3,3,Prairie,44.48333333,-89.45,347,1.457,0.839,2.77,3.301549464,50.599,53.369,0.0064,0.0029,0.0035,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-5,WISC-P,5,3,Prairie,44.48333333,-89.45,347,1.303,0.724,2.436,3.364640884,32.918,35.354,0.0048,0.0021,0.0027,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-5,WISC-P,5,4,Prairie,44.48333333,-89.45,347,1.641,0.81,2.761,3.408641975,30.63,33.391,0.0048,0.0021,0.0027,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-5,WISC-P,5,1,Prairie,44.48333333,-89.45,347,1.549,0.811,2.76,3.403205919,40.185,42.945,0.0048,0.0021,0.0027,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-5,WISC-P,5,2,Prairie,44.48333333,-89.45,347,1.782,0.9,2.905,3.227777778,39.305,42.21,0.0048,0.0021,0.0027,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-2,WISC-P,2,5,Prairie,44.48333333,-89.45,347,0.546,0.413,1.401,3.392251816,17.004,18.405,0.003,0.0012,0.0018,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-1,WISC-P,1,2,Prairie,44.48333333,-89.45,347,1.672,0.63,2.397,3.804761905,37.856,40.253,0.0049,0.002,0.0029,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-1,WISC-P,1,3,Prairie,44.48333333,-89.45,347,1.382,0.857,2.043,2.383897316,40.482,42.525,0.0049,0.002,0.0029,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-1,WISC-P,1,4,Prairie,44.48333333,-89.45,347,1.852,0.554,2.108,3.805054152,39.902,42.01,0.0049,0.002,0.0029,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-1,WISC-P,1,5,Prairie,44.48333333,-89.45,347,0.78,0.602,1.975,3.280730897,32.134,34.109,0.0049,0.002,0.0029,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-4,WISC-P,4,1,Prairie,44.48333333,-89.45,347,1.417,0.718,1.911,2.661559889,34.009,35.92,0.0048,0.0016,0.0032,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-4,WISC-P,4,2,Prairie,44.48333333,-89.45,347,1.011,0.521,2.138,4.103646833,36.709,38.847,0.0048,0.0016,0.0032,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-4,WISC-P,4,3,Prairie,44.48333333,-89.45,347,1.065,0.494,1.781,3.605263158,32.191,33.972,0.0048,0.0016,0.0032,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-4,WISC-P,4,4,Prairie,44.48333333,-89.45,347,1.216,0.617,1.729,2.802269044,37.819,39.548,0.0048,0.0016,0.0032,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-4,WISC-P,4,5,Prairie,44.48333333,-89.45,347,1.083,0.509,1.87,3.673870334,35.398,37.268,0.0048,0.0016,0.0032,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-2,WISC-P,2,1,Prairie,44.48333333,-89.45,347,1.12,0.643,1.813,2.819595645,20.987,22.8,0.003,0.0012,0.0018,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-2,WISC-P,2,2,Prairie,44.48333333,-89.45,347,1.082,0.665,1.841,2.768421053,26.706,28.547,0.003,0.0012,0.0018,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-5,WISC-P,5,5,Prairie,44.48333333,-89.45,347,1.839,0.888,2.902,3.268018018,32.877,35.779,0.0048,0.0021,0.0027,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-1,WISC-P,1,1,Prairie,44.48333333,-89.45,347,1.548,0.906,2.414,2.664459161,41.331,43.745,0.0049,0.002,0.0029,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-2,WISC-P,2,4,Prairie,44.48333333,-89.45,347,0.627,0.444,1.467,3.304054054,21.655,23.122,0.003,0.0012,0.0018,2118
2003_WISC-PTG1,2003,WISC-PTG1,5/30/03,2452790,149,WISC-PTG1-2,WISC-P,2,3,Prairie,44.48333333,-89.45,347,1.406,0.698,1.944,2.785100287,23.505,25.449,0.003,0.0012,0.0018,2118
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-21-2,MN-JWG,21,2,Prairie,46.9355,-93.49505,349,2.671,1.406,3.18,2.262,72.115,75.295,0.0098,0.0047,0.0052,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-21-3,MN-JWG,21,3,Prairie,46.9355,-93.49505,349,2.595,1.358,2.866,2.11,76.497,79.363,0.0098,0.0047,0.0052,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-21-1,MN-JWG,21,1,Prairie,46.9355,-93.49505,349,2.364,1.319,3.022,2.291,83.192,86.214,0.0098,0.0047,0.0052,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-12-2,MN-JWG,12,2,Prairie,46.9355,-93.49505,349,2.175,1.195,2.412,2.018,58.788,61.2,0.008,0.0031,0.0049,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-21-4,MN-JWG,21,4,Prairie,46.9355,-93.49505,349,2.53,1.114,2.789,2.504,81.371,84.16,0.0098,0.0047,0.0052,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-21-5,MN-JWG,21,5,Prairie,46.9355,-93.49505,349,2.547,1.453,2.738,1.884,77.334,80.072,0.0098,0.0047,0.0052,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-12-1,MN-JWG,12,1,Prairie,46.9355,-93.49505,349,3.284,1.052,3.039,2.889,62.115,65.154,0.008,0.0031,0.0049,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-19-1,MN-JWG,19,1,Prairie,46.9355,-93.49505,349,2.807,1.314,3.044,2.317,42.498,45.542,0.0054,0.0026,0.0028,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-12-3,MN-JWG,12,3,Prairie,46.9355,-93.49505,349,2.737,1.293,3.186,2.464,49.476,52.662,0.008,0.0031,0.0049,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-12-4,MN-JWG,12,4,Prairie,46.9355,-93.49505,349,2.228,1.209,2.794,2.311,63.088,65.882,0.008,0.0031,0.0049,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-12-5,MN-JWG,12,5,Prairie,46.9355,-93.49505,349,2.056,0.871,2.843,3.264,61.39,64.233,0.008,0.0031,0.0049,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-19-5,MN-JWG,19,5,Prairie,46.9355,-93.49505,349,2.115,1.299,2.491,1.918,50.877,53.368,0.0054,0.0026,0.0028,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-19-2,MN-JWG,19,2,Prairie,46.9355,-93.49505,349,2.321,1.405,2.811,2.001,38.557,41.368,0.0054,0.0026,0.0028,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-19-3,MN-JWG,19,3,Prairie,46.9355,-93.49505,349,2.411,1.266,2.452,1.937,43.123,45.575,0.0054,0.0026,0.0028,2157
2016_MN-JWG,2016,MN-JWG,6/1/16,2457541,152,MN-JWG-19-4,MN-JWG,19,4,Prairie,46.9355,-93.49505,349,2.12,1.199,2.61,2.177,41.005,43.615,0.0054,0.0026,0.0028,2157
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-4-4,MN-OSA,4,4,Prairie,46.91952,-95.2686,432,2.721,1.339,2.819,2.105,59.684,62.503,0.0078,0.0048,0.003,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-4-1,MN-OSA,4,1,Prairie,46.91952,-95.2686,432,2.877,1.23,2.899,2.357,64.142,67.041,0.0078,0.0048,0.003,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-4-5,MN-OSA,4,5,Prairie,46.91952,-95.2686,432,2.89,1.421,3.049,2.146,62.994,66.043,0.0078,0.0048,0.003,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-29-1,MN-OSA,29,1,Prairie,46.91952,-95.2686,432,1.633,1.083,2.197,2.029,58.096,60.293,0.0075,0.0031,0.0044,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-29-2,MN-OSA,29,2,Prairie,46.91952,-95.2686,432,1.684,1.003,2.184,2.177,60.515,62.699,0.0075,0.0031,0.0044,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-29-3,MN-OSA,29,3,Prairie,46.91952,-95.2686,432,1.737,1.058,2.347,2.218,57.761,60.108,0.0075,0.0031,0.0044,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-29-4,MN-OSA,29,4,Prairie,46.91952,-95.2686,432,1.763,1.082,2.324,2.148,52.948,55.272,0.0075,0.0031,0.0044,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-29-5,MN-OSA,29,5,Prairie,46.91952,-95.2686,432,1.35,0.771,2.374,3.079,57.675,60.049,0.0075,0.0031,0.0044,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-37-1,MN-OSA,37,1,Prairie,46.91952,-95.2686,432,2.01,1.047,2.334,2.229,55.409,57.743,0.0055,0.003,0.0025,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-37-2,MN-OSA,37,2,Prairie,46.91952,-95.2686,432,2.032,1.155,2.286,1.979,45.044,47.33,0.0055,0.003,0.0025,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-37-3,MN-OSA,37,3,Prairie,46.91952,-95.2686,432,1.752,1.172,2.233,1.905,53.179,55.412,0.0055,0.003,0.0025,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-37-4,MN-OSA,37,4,Prairie,46.91952,-95.2686,432,1.905,1.166,2.286,1.961,53.443,55.729,0.0055,0.003,0.0025,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-37-5,MN-OSA,37,5,Prairie,46.91952,-95.2686,432,2.035,1.171,2.383,2.035,49.837,52.22,0.0055,0.003,0.0025,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-4-2,MN-OSA,4,2,Prairie,46.91952,-95.2686,432,1.79,0.994,2.311,2.325,54.425,56.736,0.0078,0.0048,0.003,2168
2016_MN-OSA,2016,MN-OSA,6/20/16,2457560,171,MN-OSA-4-3,MN-OSA,4,3,Prairie,46.91952,-95.2686,432,2.373,1.304,2.733,2.096,61.84,64.573,0.0078,0.0048,0.003,2168
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-27-1,MN-CHP,27,1,Prairie,45.151977,-96.003461,307,2.929,1.013,3.288,3.246,70.886,74.174,0.011,0.005,0.006,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-27-4,MN-CHP,27,4,Prairie,45.151977,-96.003461,307,2.763,1.324,3.196,2.414,67.496,70.692,0.011,0.005,0.006,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-27-5,MN-CHP,27,5,Prairie,45.151977,-96.003461,307,2.831,1.385,3.302,2.384,73.239,76.541,0.011,0.005,0.006,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-27-2,MN-CHP,27,2,Prairie,45.151977,-96.003461,307,2.997,1.218,3.743,3.073,71.778,75.521,0.011,0.005,0.006,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-27-3,MN-CHP,27,3,Prairie,45.151977,-96.003461,307,3.141,1.35,3.076,2.279,71.425,74.501,0.011,0.005,0.006,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-34-3,MN-CHP,34,3,Prairie,45.151977,-96.003461,307,2.737,1.106,3.268,2.955,70.768,74.036,0.0105,0.0043,0.0062,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-34-4,MN-CHP,34,4,Prairie,45.151977,-96.003461,307,3.338,1.392,3.671,2.637,63.885,67.556,0.0105,0.0043,0.0062,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-34-5,MN-CHP,34,5,Prairie,45.151977,-96.003461,307,2.986,1.339,3.268,2.441,72.584,75.852,0.0105,0.0043,0.0062,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-4-1,MN-CHP,4,1,Prairie,45.151977,-96.003461,307,3.133,1.636,2.772,1.694,69.795,72.567,0.0099,0.0041,0.0058,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-4-2,MN-CHP,4,2,Prairie,45.151977,-96.003461,307,2.524,1.432,2.96,2.067,56.892,59.852,0.0099,0.0041,0.0058,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-4-3,MN-CHP,4,3,Prairie,45.151977,-96.003461,307,2.611,1.462,2.724,1.863,59.428,62.152,0.0099,0.0041,0.0058,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-4-4,MN-CHP,4,4,Prairie,45.151977,-96.003461,307,1.874,1.067,2.436,2.283,61.602,64.038,0.0099,0.0041,0.0058,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-4-5,MN-CHP,4,5,Prairie,45.151977,-96.003461,307,2.452,1.433,2.451,1.71,60.319,62.77,0.0099,0.0041,0.0058,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-34-2,MN-CHP,34,2,Prairie,45.151977,-96.003461,307,2.898,1.239,3.439,2.776,65.988,69.427,0.0105,0.0043,0.0062,2685
2016_MN-CHP,2016,MN-CHP,6/8/16,2457548,159,MN-CHP-34-1,MN-CHP,34,1,Prairie,45.151977,-96.003461,307,2.915,1.15,3.539,3.077,72.163,75.702,0.0105,0.0043,0.0062,2685
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-3-1,MN-HIM,3,1,Prairie,44.241219,-96.299693,535,2.581,1.339,2.731,2.04,70.715,73.446,0.0084,0.0039,0.0045,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-3-4,MN-HIM,3,4,Prairie,44.241219,-96.299693,535,1.693,0.779,2.452,3.148,46.132,48.584,0.0084,0.0039,0.0045,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-3-5,MN-HIM,3,5,Prairie,44.241219,-96.299693,535,2.91,1.105,3.159,2.859,66.501,69.66,0.0084,0.0039,0.0045,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-3-2,MN-HIM,3,2,Prairie,44.241219,-96.299693,535,2.794,1.421,3.235,2.277,70.57,73.805,0.0084,0.0039,0.0045,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-3-3,MN-HIM,3,3,Prairie,44.241219,-96.299693,535,3.056,1.333,3.214,2.411,62.64,65.854,0.0084,0.0039,0.0045,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-5-3,MN-HIM,5,3,Prairie,44.241219,-96.299693,535,2.586,1.092,2.823,2.585,61.785,64.608,0.0091,0.0035,0.0056,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-5-4,MN-HIM,5,4,Prairie,44.241219,-96.299693,535,2.662,1.328,3.013,2.269,63.932,66.945,0.0091,0.0035,0.0056,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-5-5,MN-HIM,5,5,Prairie,44.241219,-96.299693,535,2.735,1.359,2.481,1.826,66.091,68.572,0.0091,0.0035,0.0056,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-4-1,MN-HIM,4,1,Prairie,44.241219,-96.299693,535,1.953,0.933,2.563,2.747,56.601,59.164,0.0072,0.0033,0.0039,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-4-2,MN-HIM,4,2,Prairie,44.241219,-96.299693,535,2.244,1.213,2.495,2.057,55.806,58.301,0.0072,0.0033,0.0039,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-4-3,MN-HIM,4,3,Prairie,44.241219,-96.299693,535,2.147,0.94,2.545,2.707,53.829,56.374,0.0072,0.0033,0.0039,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-4-4,MN-HIM,4,4,Prairie,44.241219,-96.299693,535,2.307,1.219,2.719,2.231,45.285,48.004,0.0072,0.0033,0.0039,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-4-5,MN-HIM,4,5,Prairie,44.241219,-96.299693,535,2.713,1.229,3.314,2.697,65.283,68.597,0.0072,0.0033,0.0039,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-5-2,MN-HIM,5,2,Prairie,44.241219,-96.299693,535,2.201,1.2,2.511,2.093,67.583,70.094,0.0091,0.0035,0.0056,2608
2016_MN-HIM,2016,MN-HIM,6/8/16,2457548,159,MN-HIM-5-1,MN-HIM,5,1,Prairie,44.241219,-96.299693,535,2.453,1.291,2.986,2.313,60.522,63.508,0.0091,0.0035,0.0056,2608
2003_MN-PCU1,2003,MN-PCU1,5/31/03,2452791,150,MN-PCU1-5,MN-PCU,5,1,Prairie,47.70391667,-96.34283333,328,1.434,0.708,2.48,3.502824859,25.294,27.774,0.0039,0.0015,0.0024,2100
2003_MN-PCU1,2003,MN-PCU1,5/31/03,2452791,150,MN-PCU1-5,MN-PCU,5,2,Prairie,47.70391667,-96.34283333,328,0.988,0.595,1.894,3.183193277,24.563,26.457,0.0039,0.0015,0.0024,2100
2003_MN-PCU1,2003,MN-PCU1,5/31/03,2452791,150,MN-PCU1-5,MN-PCU,5,5,Prairie,47.70391667,-96.34283333,328,0.815,0.814,1.917,2.355036855,26.454,28.371,0.0039,0.0015,0.0024,2100
2003_MN-PCU1,2003,MN-PCU1,5/31/03,2452791,150,MN-PCU1-1,MN-PCU,1,1,Prairie,47.70391667,-96.34283333,328,1.319,0.533,2.858,5.362101313,38.205,41.063,0.0038,0.0013,0.0025,2100
2003_MN-PCU1,2003,MN-PCU1,5/31/03,2452791,150,MN-PCU1-1,MN-PCU,1,2,Prairie,47.70391667,-96.34283333,328,1.412,0.639,2.664,4.169014085,33.775,36.439,0.0038,0.0013,0.0025,2100
